@relation LoLDiamondData
@attribute gameId real
@attribute blueWins real
@attribute blueWardsPlaced real
@attribute blueWardsDestroyed real
@attribute blueFirstBlood real
@attribute blueKills real
@attribute blueDeaths real
@attribute blueAssists real
@attribute blueEliteMonsters real
@attribute blueDragons real
@attribute blueHeralds real
@attribute blueTowersDestroyed real
@attribute blueTotalGold real
@attribute blueAvgLevel real
@attribute blueTotalExperience real
@attribute blueTotalMinionsKilled real
@attribute blueTotalJungleMinionsKilled real
@attribute blueGoldDiff real
@attribute blueExperienceDiff real
@attribute blueCSPerMin real
@attribute blueGoldPerMin real
@attribute redWardsPlaced real
@attribute redWardsDestroyed real
@attribute redFirstBlood real
@attribute redKills real
@attribute redDeaths real
@attribute redAssists real
@attribute redEliteMonsters real
@attribute redDragons real
@attribute redHeralds real
@attribute redTowersDestroyed real
@attribute redTotalGold real
@attribute redAvgLevel real
@attribute redTotalExperience real
@attribute redTotalMinionsKilled real
@attribute redTotalJungleMinionsKilled real
@attribute redGoldDiff real
@attribute redExperienceDiff real
@attribute redCSPerMin real
@attribute redGoldPerMin real
@data
4471422338.0,0.0,13.0,5.0,1.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,14521.0,6.6,16234.0,201.0,42.0,-2846.0,-2325.0,20.1,1452.1,17.0,1.0,0.0,9.0,3.0,11.0,2.0,1.0,1.0,0.0,17367.0,7.2,18559.0,229.0,48.0,2846.0,2325.0,22.9,1736.7
4525151632.0,0.0,15.0,2.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,15049.0,6.6,17888.0,209.0,56.0,-3891.0,-2276.0,20.9,1504.9,30.0,3.0,1.0,10.0,3.0,12.0,1.0,1.0,0.0,0.0,18940.0,7.4,20164.0,221.0,78.0,3891.0,2276.0,22.1,1894.0
4519414547.0,1.0,19.0,0.0,0.0,13.0,4.0,11.0,1.0,1.0,0.0,0.0,20127.0,7.0,19575.0,234.0,48.0,6202.0,5368.0,23.4,2012.7,16.0,1.0,1.0,4.0,13.0,5.0,0.0,0.0,0.0,0.0,13925.0,6.0,14207.0,175.0,28.0,-6202.0,-5368.0,17.5,1392.5
4440874432.0,1.0,15.0,2.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,17194.0,7.2,19539.0,253.0,68.0,2330.0,2167.0,25.3,1719.4,15.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,14864.0,6.8,17372.0,219.0,52.0,-2330.0,-2167.0,21.9,1486.4
4471153063.0,0.0,15.0,1.0,1.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,19122.0,7.2,19334.0,238.0,56.0,3089.0,1750.0,23.8,1912.2,12.0,1.0,0.0,7.0,9.0,10.0,0.0,0.0,0.0,0.0,16033.0,6.8,17584.0,169.0,52.0,-3089.0,-1750.0,16.9,1603.3
4522449120.0,1.0,40.0,3.0,0.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,16359.0,7.0,17998.0,198.0,41.0,540.0,867.0,19.8,1635.9,16.0,2.0,1.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,15819.0,6.6,17131.0,187.0,52.0,-540.0,-867.0,18.7,1581.9
4501354453.0,1.0,43.0,2.0,1.0,5.0,4.0,5.0,1.0,0.0,1.0,0.0,17027.0,6.8,17816.0,213.0,56.0,508.0,-1704.0,21.3,1702.7,14.0,2.0,0.0,4.0,5.0,4.0,1.0,1.0,0.0,0.0,16519.0,7.4,19520.0,231.0,75.0,-508.0,1704.0,23.1,1651.9
4465050280.0,0.0,143.0,5.0,1.0,10.0,7.0,10.0,1.0,1.0,0.0,0.0,17665.0,7.4,18125.0,213.0,37.0,625.0,-1035.0,21.3,1766.5,15.0,2.0,0.0,7.0,10.0,4.0,0.0,0.0,0.0,0.0,17040.0,7.2,19160.0,228.0,71.0,-625.0,1035.0,22.8,1704.0
4509589971.0,1.0,41.0,5.0,1.0,8.0,5.0,7.0,1.0,1.0,0.0,0.0,17209.0,7.2,18853.0,219.0,54.0,2481.0,1962.0,21.9,1720.9,18.0,3.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,14728.0,6.8,16891.0,195.0,46.0,-2481.0,-1962.0,19.5,1472.8
4505606908.0,1.0,12.0,3.0,1.0,10.0,5.0,9.0,1.0,1.0,0.0,0.0,19187.0,7.2,19762.0,211.0,64.0,2796.0,2669.0,21.1,1918.7,16.0,1.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,16391.0,6.6,17093.0,205.0,65.0,-2796.0,-2669.0,20.5,1639.1
4517684494.0,1.0,19.0,5.0,0.0,9.0,4.0,7.0,1.0,1.0,0.0,0.0,17482.0,7.2,19093.0,214.0,48.0,2089.0,2123.0,21.4,1748.2,16.0,1.0,1.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,15393.0,6.8,16970.0,222.0,43.0,-2089.0,-2123.0,22.2,1539.3
4516180818.0,1.0,20.0,1.0,1.0,5.0,6.0,6.0,1.0,1.0,0.0,0.0,16035.0,6.8,16853.0,190.0,63.0,-608.0,-703.0,19.0,1603.5,47.0,6.0,0.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,16643.0,6.8,17556.0,210.0,48.0,608.0,703.0,21.0,1664.3
4524074861.0,0.0,15.0,0.0,1.0,7.0,9.0,6.0,0.0,0.0,0.0,0.0,16070.0,6.6,16510.0,199.0,44.0,-1923.0,-1753.0,19.9,1607.0,17.0,1.0,0.0,9.0,7.0,11.0,0.0,0.0,0.0,0.0,17993.0,7.0,18263.0,211.0,60.0,1923.0,1753.0,21.1,1799.3
4524837884.0,0.0,11.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,15617.0,7.0,18169.0,209.0,48.0,-951.0,-546.0,20.9,1561.7,41.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,16568.0,7.2,18715.0,206.0,60.0,951.0,546.0,20.6,1656.8
4467397510.0,1.0,19.0,3.0,1.0,6.0,4.0,8.0,1.0,1.0,0.0,0.0,16130.0,6.8,17156.0,242.0,32.0,1428.0,701.0,24.2,1613.0,19.0,4.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,14702.0,6.6,16455.0,200.0,51.0,-1428.0,-701.0,20.0,1470.2
4498316560.0,0.0,17.0,2.0,1.0,8.0,5.0,9.0,1.0,1.0,0.0,0.0,17172.0,7.0,18972.0,196.0,60.0,1131.0,1145.0,19.6,1717.2,13.0,2.0,0.0,5.0,8.0,5.0,1.0,0.0,1.0,0.0,16041.0,6.8,17827.0,231.0,56.0,-1131.0,-1145.0,23.1,1604.1
4494819577.0,0.0,44.0,3.0,0.0,4.0,7.0,4.0,1.0,0.0,1.0,0.0,15475.0,6.6,16428.0,195.0,56.0,-1972.0,-1010.0,19.5,1547.5,16.0,2.0,1.0,7.0,4.0,15.0,0.0,0.0,0.0,0.0,17447.0,6.8,17438.0,230.0,43.0,1972.0,1010.0,23.0,1744.7
4454214561.0,0.0,11.0,1.0,1.0,7.0,9.0,6.0,0.0,0.0,0.0,0.0,16248.0,7.0,18067.0,171.0,63.0,-2242.0,-1819.0,17.1,1624.8,33.0,2.0,0.0,9.0,7.0,12.0,1.0,1.0,0.0,0.0,18490.0,7.2,19886.0,229.0,45.0,2242.0,1819.0,22.9,1849.0
4508718134.0,1.0,14.0,2.0,1.0,6.0,3.0,10.0,1.0,1.0,0.0,0.0,16745.0,6.6,17908.0,215.0,48.0,2287.0,-268.0,21.5,1674.5,14.0,1.0,0.0,3.0,6.0,3.0,1.0,0.0,1.0,0.0,14458.0,7.0,18176.0,180.0,68.0,-2287.0,268.0,18.0,1445.8
4518971206.0,0.0,20.0,3.0,0.0,7.0,4.0,8.0,0.0,0.0,0.0,0.0,16472.0,7.2,18966.0,219.0,53.0,1367.0,2396.0,21.9,1647.2,15.0,4.0,1.0,4.0,7.0,4.0,1.0,0.0,1.0,0.0,15105.0,6.6,16570.0,180.0,45.0,-1367.0,-2396.0,18.0,1510.5
4519649032.0,1.0,11.0,6.0,1.0,8.0,4.0,8.0,2.0,1.0,1.0,0.0,18133.0,7.4,20427.0,259.0,52.0,2580.0,2954.0,25.9,1813.3,16.0,2.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,15553.0,6.8,17473.0,214.0,52.0,-2580.0,-2954.0,21.4,1555.3
4487076086.0,0.0,97.0,3.0,0.0,11.0,7.0,20.0,1.0,1.0,0.0,0.0,17068.0,6.2,15357.0,153.0,32.0,786.0,-562.0,15.3,1706.8,16.0,2.0,1.0,7.0,11.0,8.0,0.0,0.0,0.0,0.0,16282.0,6.6,15919.0,199.0,40.0,-786.0,562.0,19.9,1628.2
4520419730.0,1.0,18.0,2.0,1.0,5.0,6.0,5.0,2.0,1.0,1.0,0.0,16635.0,7.4,19221.0,235.0,76.0,152.0,-57.0,23.5,1663.5,37.0,3.0,0.0,6.0,5.0,10.0,0.0,0.0,0.0,0.0,16483.0,7.4,19278.0,233.0,40.0,-152.0,57.0,23.3,1648.3
4510885108.0,1.0,19.0,4.0,1.0,8.0,4.0,9.0,0.0,0.0,0.0,0.0,17950.0,7.4,18805.0,226.0,44.0,2802.0,281.0,22.6,1795.0,44.0,1.0,0.0,4.0,8.0,3.0,1.0,1.0,0.0,0.0,15148.0,7.0,18524.0,213.0,56.0,-2802.0,-281.0,21.3,1514.8
4500739258.0,0.0,16.0,1.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,14494.0,6.4,15922.0,224.0,41.0,-1610.0,-1393.0,22.4,1449.4,15.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,16104.0,6.8,17315.0,239.0,53.0,1610.0,1393.0,23.9,1610.4
4524783374.0,1.0,33.0,2.0,0.0,14.0,10.0,9.0,0.0,0.0,0.0,0.0,18595.0,7.0,18307.0,199.0,48.0,1543.0,-21.0,19.9,1859.5,37.0,3.0,1.0,10.0,14.0,8.0,1.0,1.0,0.0,0.0,17052.0,7.0,18328.0,172.0,52.0,-1543.0,21.0,17.2,1705.2
4465119134.0,1.0,16.0,3.0,0.0,15.0,11.0,14.0,0.0,0.0,0.0,0.0,19767.0,6.6,17678.0,180.0,42.0,1915.0,2606.0,18.0,1976.7,15.0,3.0,1.0,11.0,15.0,11.0,0.0,0.0,0.0,0.0,17852.0,6.4,15072.0,176.0,41.0,-1915.0,-2606.0,17.6,1785.2
4515577349.0,1.0,19.0,6.0,0.0,4.0,3.0,7.0,1.0,1.0,0.0,0.0,14970.0,6.8,17530.0,212.0,52.0,-595.0,364.0,21.2,1497.0,19.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,15565.0,6.8,17166.0,238.0,51.0,595.0,-364.0,23.8,1556.5
4465188797.0,0.0,14.0,1.0,1.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,15891.0,7.0,17964.0,207.0,41.0,-1190.0,-911.0,20.7,1589.1,14.0,1.0,0.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,17081.0,7.0,18875.0,224.0,54.0,1190.0,911.0,22.4,1708.1
4523720024.0,1.0,16.0,0.0,1.0,5.0,1.0,3.0,1.0,0.0,1.0,0.0,16472.0,6.8,18393.0,252.0,48.0,1820.0,806.0,25.2,1647.2,17.0,4.0,0.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,14652.0,6.8,17587.0,239.0,60.0,-1820.0,-806.0,23.9,1465.2
4512168503.0,0.0,18.0,4.0,0.0,4.0,7.0,3.0,2.0,1.0,1.0,0.0,15210.0,6.8,17099.0,185.0,72.0,-2630.0,-2244.0,18.5,1521.0,19.0,4.0,1.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,17840.0,7.2,19343.0,222.0,71.0,2630.0,2244.0,22.2,1784.0
4441802146.0,1.0,21.0,3.0,0.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,16096.0,6.6,16891.0,175.0,36.0,-1327.0,-789.0,17.5,1609.6,24.0,9.0,1.0,8.0,8.0,9.0,1.0,1.0,0.0,0.0,17423.0,6.8,17680.0,198.0,56.0,1327.0,789.0,19.8,1742.3
4525106974.0,1.0,18.0,4.0,0.0,8.0,4.0,10.0,0.0,0.0,0.0,0.0,16870.0,7.2,18433.0,207.0,36.0,1417.0,1016.0,20.7,1687.0,16.0,1.0,1.0,4.0,8.0,3.0,1.0,0.0,1.0,0.0,15453.0,6.8,17417.0,221.0,48.0,-1417.0,-1016.0,22.1,1545.3
4519124601.0,0.0,17.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,15842.0,7.0,18640.0,240.0,60.0,71.0,409.0,24.0,1584.2,17.0,5.0,0.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,15771.0,7.0,18231.0,227.0,48.0,-71.0,-409.0,22.7,1577.1
4469638547.0,1.0,12.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,15297.0,7.0,18319.0,202.0,57.0,17.0,1052.0,20.2,1529.7,17.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0,15280.0,6.6,17267.0,210.0,48.0,-17.0,-1052.0,21.0,1528.0
4520617571.0,0.0,15.0,3.0,1.0,8.0,7.0,8.0,2.0,1.0,1.0,0.0,16412.0,7.0,18381.0,212.0,44.0,151.0,840.0,21.2,1641.2,12.0,3.0,0.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,16261.0,7.0,17541.0,212.0,52.0,-151.0,-840.0,21.2,1626.1
4520513993.0,1.0,13.0,5.0,1.0,10.0,3.0,9.0,1.0,1.0,0.0,0.0,19013.0,7.4,20151.0,225.0,60.0,4817.0,3220.0,22.5,1901.3,14.0,4.0,0.0,3.0,10.0,3.0,1.0,0.0,1.0,0.0,14196.0,6.8,16931.0,184.0,48.0,-4817.0,-3220.0,18.4,1419.6
4446190086.0,0.0,18.0,1.0,0.0,4.0,9.0,5.0,0.0,0.0,0.0,0.0,14842.0,6.6,16718.0,203.0,44.0,-3400.0,-2763.0,20.3,1484.2,17.0,4.0,1.0,9.0,4.0,11.0,1.0,1.0,0.0,0.0,18242.0,7.2,19481.0,241.0,66.0,3400.0,2763.0,24.1,1824.2
4479055235.0,0.0,17.0,1.0,1.0,6.0,8.0,5.0,0.0,0.0,0.0,0.0,16684.0,6.8,17071.0,213.0,46.0,-944.0,-556.0,21.3,1668.4,34.0,3.0,0.0,8.0,6.0,15.0,1.0,1.0,0.0,0.0,17628.0,6.8,17627.0,187.0,54.0,944.0,556.0,18.7,1762.8
4525053035.0,0.0,16.0,0.0,0.0,4.0,8.0,6.0,1.0,1.0,0.0,0.0,15235.0,6.6,17625.0,195.0,49.0,-2839.0,18.0,19.5,1523.5,13.0,1.0,1.0,8.0,4.0,6.0,1.0,0.0,1.0,1.0,18074.0,7.0,17607.0,220.0,54.0,2839.0,-18.0,22.0,1807.4
4460529664.0,1.0,13.0,4.0,1.0,11.0,8.0,14.0,1.0,1.0,0.0,0.0,18159.0,6.8,17740.0,238.0,46.0,818.0,-165.0,23.8,1815.9,61.0,4.0,0.0,8.0,11.0,10.0,0.0,0.0,0.0,0.0,17341.0,6.8,17905.0,192.0,53.0,-818.0,165.0,19.2,1734.1
4489494920.0,0.0,13.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,13916.0,6.2,15087.0,166.0,49.0,-6286.0,-4733.0,16.6,1391.6,34.0,1.0,1.0,9.0,2.0,8.0,2.0,1.0,1.0,1.0,20202.0,7.6,19820.0,259.0,58.0,6286.0,4733.0,25.9,2020.2
4524863981.0,0.0,19.0,2.0,0.0,4.0,11.0,3.0,0.0,0.0,0.0,0.0,15107.0,6.6,16753.0,200.0,41.0,-3799.0,-3285.0,20.0,1510.7,10.0,4.0,1.0,11.0,4.0,10.0,1.0,1.0,0.0,0.0,18906.0,7.2,20038.0,226.0,45.0,3799.0,3285.0,22.6,1890.6
4508452416.0,1.0,18.0,5.0,0.0,8.0,2.0,4.0,2.0,1.0,1.0,1.0,18597.0,7.2,19612.0,243.0,52.0,4428.0,3489.0,24.3,1859.7,19.0,3.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,14169.0,6.6,16123.0,221.0,46.0,-4428.0,-3489.0,22.1,1416.9
4518173580.0,1.0,51.0,11.0,1.0,9.0,1.0,9.0,0.0,0.0,0.0,0.0,18640.0,7.4,20923.0,249.0,63.0,4388.0,3527.0,24.9,1864.0,18.0,5.0,0.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,14252.0,6.8,17396.0,221.0,64.0,-4388.0,-3527.0,22.1,1425.2
4497643645.0,0.0,14.0,4.0,0.0,4.0,8.0,5.0,1.0,1.0,0.0,0.0,15483.0,6.6,17110.0,213.0,47.0,-3045.0,-1634.0,21.3,1548.3,18.0,3.0,1.0,8.0,4.0,11.0,0.0,0.0,0.0,0.0,18528.0,7.2,18744.0,249.0,40.0,3045.0,1634.0,24.9,1852.8
4496490767.0,0.0,16.0,2.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,15242.0,7.0,18202.0,260.0,56.0,-1497.0,-778.0,26.0,1524.2,17.0,2.0,1.0,4.0,2.0,9.0,1.0,0.0,1.0,0.0,16739.0,7.2,18980.0,257.0,52.0,1497.0,778.0,25.7,1673.9
4521137660.0,0.0,51.0,2.0,0.0,3.0,4.0,5.0,1.0,1.0,0.0,0.0,14945.0,6.4,16491.0,215.0,50.0,-1696.0,-2153.0,21.5,1494.5,17.0,4.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,16641.0,7.0,18644.0,226.0,53.0,1696.0,2153.0,22.6,1664.1
4522864178.0,1.0,37.0,0.0,0.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,17197.0,6.8,16987.0,185.0,48.0,733.0,-1480.0,18.5,1719.7,12.0,4.0,1.0,7.0,8.0,4.0,1.0,0.0,1.0,0.0,16464.0,7.0,18467.0,245.0,40.0,-733.0,1480.0,24.5,1646.4
4418117776.0,1.0,16.0,6.0,1.0,9.0,10.0,11.0,1.0,1.0,0.0,0.0,17292.0,6.8,17127.0,200.0,50.0,-606.0,-1487.0,20.0,1729.2,17.0,2.0,0.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,17898.0,7.0,18614.0,197.0,50.0,606.0,1487.0,19.7,1789.8
4487261308.0,0.0,37.0,4.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,14822.0,7.0,18244.0,231.0,49.0,-2420.0,-753.0,23.1,1482.2,18.0,4.0,1.0,5.0,3.0,5.0,1.0,0.0,1.0,0.0,17242.0,7.0,18997.0,246.0,63.0,2420.0,753.0,24.6,1724.2
4472053682.0,0.0,12.0,4.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,15027.0,6.6,17054.0,211.0,56.0,-2037.0,110.0,21.1,1502.7,20.0,1.0,1.0,8.0,3.0,11.0,1.0,1.0,0.0,0.0,17064.0,6.6,16944.0,197.0,44.0,2037.0,-110.0,19.7,1706.4
4523322393.0,1.0,16.0,2.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,15502.0,6.6,17035.0,221.0,53.0,631.0,1404.0,22.1,1550.2,21.0,2.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,0.0,14871.0,6.4,15631.0,207.0,48.0,-631.0,-1404.0,20.7,1487.1
4450801674.0,0.0,14.0,4.0,0.0,7.0,7.0,6.0,1.0,0.0,1.0,0.0,16931.0,7.2,18446.0,209.0,52.0,-1570.0,-2103.0,20.9,1693.1,21.0,4.0,1.0,7.0,7.0,9.0,1.0,1.0,0.0,0.0,18501.0,7.6,20549.0,228.0,80.0,1570.0,2103.0,22.8,1850.1
4518527027.0,1.0,41.0,4.0,0.0,7.0,7.0,11.0,1.0,1.0,0.0,0.0,16787.0,7.2,18466.0,201.0,55.0,-471.0,870.0,20.1,1678.7,39.0,3.0,1.0,7.0,7.0,9.0,0.0,0.0,0.0,0.0,17258.0,6.6,17596.0,229.0,38.0,471.0,-870.0,22.9,1725.8
4515771570.0,1.0,15.0,1.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,15022.0,7.0,18105.0,220.0,48.0,-1211.0,-108.0,22.0,1502.2,17.0,1.0,1.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,16233.0,6.8,18213.0,216.0,67.0,1211.0,108.0,21.6,1623.3
4503520980.0,1.0,18.0,0.0,1.0,7.0,2.0,6.0,1.0,0.0,1.0,0.0,17365.0,7.2,19227.0,245.0,44.0,2740.0,1708.0,24.5,1736.5,15.0,2.0,0.0,2.0,7.0,4.0,1.0,1.0,0.0,0.0,14625.0,7.0,17519.0,213.0,66.0,-2740.0,-1708.0,21.3,1462.5
4525008225.0,1.0,16.0,14.0,0.0,6.0,4.0,7.0,1.0,0.0,1.0,0.0,17658.0,7.2,19584.0,241.0,58.0,1947.0,2521.0,24.1,1765.8,35.0,3.0,1.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,15711.0,6.8,17063.0,247.0,42.0,-1947.0,-2521.0,24.7,1571.1
4522447446.0,1.0,15.0,4.0,1.0,10.0,3.0,8.0,0.0,0.0,0.0,0.0,19549.0,7.4,20404.0,266.0,55.0,4712.0,3798.0,26.6,1954.9,28.0,2.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,14837.0,6.4,16606.0,203.0,56.0,-4712.0,-3798.0,20.3,1483.7
4500531155.0,0.0,35.0,6.0,1.0,5.0,4.0,6.0,1.0,1.0,0.0,0.0,16516.0,7.2,19033.0,224.0,52.0,1115.0,1256.0,22.4,1651.6,39.0,2.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,15401.0,7.2,17777.0,209.0,60.0,-1115.0,-1256.0,20.9,1540.1
4524832772.0,1.0,38.0,3.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,15177.0,6.8,18017.0,189.0,55.0,-833.0,-116.0,18.9,1517.7,16.0,2.0,1.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,16010.0,7.0,18133.0,252.0,32.0,833.0,116.0,25.2,1601.0
4521575223.0,1.0,146.0,1.0,0.0,11.0,7.0,9.0,0.0,0.0,0.0,0.0,18520.0,7.2,19054.0,220.0,48.0,564.0,633.0,22.0,1852.0,11.0,2.0,1.0,7.0,11.0,7.0,1.0,1.0,0.0,0.0,17956.0,6.8,18421.0,226.0,73.0,-564.0,-633.0,22.6,1795.6
4502356627.0,0.0,39.0,1.0,1.0,10.0,10.0,11.0,1.0,0.0,1.0,0.0,18600.0,7.2,19763.0,183.0,83.0,-589.0,1794.0,18.3,1860.0,13.0,3.0,0.0,10.0,10.0,8.0,0.0,0.0,0.0,1.0,19189.0,7.0,17969.0,223.0,51.0,589.0,-1794.0,22.3,1918.9
4502093881.0,1.0,17.0,6.0,1.0,9.0,4.0,8.0,0.0,0.0,0.0,0.0,18439.0,7.0,19278.0,249.0,38.0,3020.0,2593.0,24.9,1843.9,12.0,2.0,0.0,4.0,9.0,8.0,0.0,0.0,0.0,0.0,15419.0,6.6,16685.0,211.0,46.0,-3020.0,-2593.0,21.1,1541.9
4469976070.0,1.0,14.0,2.0,1.0,7.0,6.0,8.0,1.0,1.0,0.0,0.0,15632.0,6.2,15789.0,196.0,32.0,-1339.0,-2802.0,19.6,1563.2,17.0,2.0,0.0,6.0,7.0,8.0,1.0,0.0,1.0,0.0,16971.0,7.0,18591.0,216.0,67.0,1339.0,2802.0,21.6,1697.1
4515929996.0,0.0,22.0,1.0,1.0,10.0,4.0,17.0,1.0,1.0,0.0,0.0,17161.0,7.0,17817.0,157.0,48.0,1487.0,577.0,15.7,1716.1,17.0,2.0,0.0,4.0,10.0,3.0,1.0,0.0,1.0,0.0,15674.0,6.6,17240.0,203.0,68.0,-1487.0,-577.0,20.3,1567.4
4522286152.0,1.0,16.0,5.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,0.0,15263.0,7.0,17693.0,216.0,36.0,579.0,-37.0,21.6,1526.3,17.0,3.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,14684.0,7.0,17730.0,245.0,45.0,-579.0,37.0,24.5,1468.4
4524966850.0,1.0,10.0,2.0,1.0,9.0,6.0,8.0,0.0,0.0,0.0,0.0,16396.0,6.6,17294.0,168.0,56.0,975.0,659.0,16.8,1639.6,19.0,0.0,0.0,6.0,9.0,4.0,0.0,0.0,0.0,0.0,15421.0,6.6,16635.0,191.0,48.0,-975.0,-659.0,19.1,1542.1
4491591979.0,1.0,50.0,4.0,1.0,10.0,6.0,11.0,1.0,1.0,0.0,0.0,17592.0,6.8,17430.0,186.0,47.0,1417.0,1171.0,18.6,1759.2,15.0,1.0,0.0,6.0,10.0,11.0,0.0,0.0,0.0,0.0,16175.0,6.6,16259.0,220.0,32.0,-1417.0,-1171.0,22.0,1617.5
4519588489.0,1.0,21.0,4.0,1.0,6.0,4.0,9.0,2.0,1.0,1.0,1.0,17802.0,7.0,18461.0,239.0,40.0,2768.0,1411.0,23.9,1780.2,16.0,3.0,0.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,15034.0,6.8,17050.0,211.0,60.0,-2768.0,-1411.0,21.1,1503.4
4520999253.0,1.0,11.0,5.0,1.0,13.0,6.0,25.0,0.0,0.0,0.0,0.0,20047.0,7.2,19339.0,226.0,56.0,3897.0,2558.0,22.6,2004.7,16.0,1.0,0.0,6.0,13.0,7.0,1.0,1.0,0.0,0.0,16150.0,6.6,16781.0,199.0,35.0,-3897.0,-2558.0,19.9,1615.0
4521050901.0,0.0,12.0,2.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,13795.0,6.6,16505.0,203.0,42.0,-4631.0,-3612.0,20.3,1379.5,36.0,2.0,1.0,9.0,2.0,11.0,1.0,1.0,0.0,0.0,18426.0,7.4,20117.0,229.0,66.0,4631.0,3612.0,22.9,1842.6
4516768081.0,0.0,17.0,2.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,15714.0,6.8,17852.0,243.0,63.0,-46.0,-458.0,24.3,1571.4,13.0,3.0,1.0,5.0,4.0,4.0,2.0,1.0,1.0,0.0,15760.0,7.2,18310.0,193.0,56.0,46.0,458.0,19.3,1576.0
4517685313.0,0.0,19.0,2.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,1.0,16418.0,7.0,17847.0,243.0,47.0,-258.0,-419.0,24.3,1641.8,37.0,1.0,1.0,7.0,2.0,9.0,1.0,1.0,0.0,0.0,16676.0,7.0,18266.0,211.0,40.0,258.0,419.0,21.1,1667.6
4502501913.0,1.0,11.0,3.0,0.0,9.0,3.0,8.0,1.0,1.0,0.0,0.0,18012.0,7.2,19378.0,261.0,60.0,2845.0,4032.0,26.1,1801.2,14.0,1.0,1.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,15167.0,6.2,15346.0,185.0,52.0,-2845.0,-4032.0,18.5,1516.7
4518047197.0,0.0,17.0,1.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,14558.0,6.4,15833.0,194.0,42.0,-3177.0,-3271.0,19.4,1455.8,36.0,1.0,1.0,10.0,3.0,11.0,1.0,1.0,0.0,0.0,17735.0,7.2,19104.0,207.0,52.0,3177.0,3271.0,20.7,1773.5
4511912141.0,1.0,12.0,3.0,1.0,8.0,4.0,9.0,1.0,1.0,0.0,0.0,17779.0,6.8,18276.0,247.0,53.0,2988.0,398.0,24.7,1777.9,14.0,1.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,14791.0,7.0,17878.0,210.0,47.0,-2988.0,-398.0,21.0,1479.1
